From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Length,Interacts with
HLA-A,G9HW32,unreviewed,G9HW32_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW33,unreviewed,G9HW33_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW61,unreviewed,G9HW61_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW62,unreviewed,G9HW62_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW63,unreviewed,G9HW63_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW64,unreviewed,G9HW64_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW65,unreviewed,G9HW65_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW66,unreviewed,G9HW66_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW67,unreviewed,G9HW67_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW68,unreviewed,G9HW68_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW69,unreviewed,G9HW69_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW70,unreviewed,G9HW70_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW71,unreviewed,G9HW71_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW72,unreviewed,G9HW72_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW73,unreviewed,G9HW73_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW74,unreviewed,G9HW74_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW75,unreviewed,G9HW75_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW76,unreviewed,G9HW76_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW77,unreviewed,G9HW77_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9HW78,unreviewed,G9HW78_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,G9I2I7,unreviewed,G9I2I7_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2I8,unreviewed,G9I2I8_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2I9,unreviewed,G9I2I9_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J0,unreviewed,G9I2J0_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J1,unreviewed,G9I2J1_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J2,unreviewed,G9I2J2_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J3,unreviewed,G9I2J3_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J4,unreviewed,G9I2J4_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J5,unreviewed,G9I2J5_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J6,unreviewed,G9I2J6_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J7,unreviewed,G9I2J7_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J8,unreviewed,G9I2J8_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2J9,unreviewed,G9I2J9_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2K0,unreviewed,G9I2K0_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9I2K1,unreviewed,G9I2K1_HUMAN,MHC Class I antigen,HLA-A,181,
HLA-A,G9IHU5,unreviewed,G9IHU5_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H2AM00,unreviewed,H2AM00_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H2AM05,unreviewed,H2AM05_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H2AM06,unreviewed,H2AM06_HUMAN,MHC class I antigen null protein,HLA-A,209,
HLA-A,H2BDN6,unreviewed,H2BDN6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDN7,unreviewed,H2BDN7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDN8,unreviewed,H2BDN8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDN9,unreviewed,H2BDN9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP0,unreviewed,H2BDP0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP1,unreviewed,H2BDP1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP2,unreviewed,H2BDP2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP3,unreviewed,H2BDP3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP4,unreviewed,H2BDP4_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP5,unreviewed,H2BDP5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP6,unreviewed,H2BDP6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP7,unreviewed,H2BDP7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP8,unreviewed,H2BDP8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BDP9,unreviewed,H2BDP9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE76,unreviewed,H2BE76_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE77,unreviewed,H2BE77_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE78,unreviewed,H2BE78_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE79,unreviewed,H2BE79_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE80,unreviewed,H2BE80_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE81,unreviewed,H2BE81_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE82,unreviewed,H2BE82_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE83,unreviewed,H2BE83_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE84,unreviewed,H2BE84_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE85,unreviewed,H2BE85_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE86,unreviewed,H2BE86_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE87,unreviewed,H2BE87_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE88,unreviewed,H2BE88_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE89,unreviewed,H2BE89_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE90,unreviewed,H2BE90_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE91,unreviewed,H2BE91_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2BE92,unreviewed,H2BE92_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2D5G1,unreviewed,H2D5G1_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H2D5G2,unreviewed,H2D5G2_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H2DDR7,unreviewed,H2DDR7_HUMAN,MHC class I antigen,HLA-A,337,
HLA-A,H2DEU0,unreviewed,H2DEU0_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H2DH13,unreviewed,H2DH13_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2DH14,unreviewed,H2DH14_HUMAN,MHC class I antigen,HLA-A,91,
HLA-A,H2DML6,unreviewed,H2DML6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2DML7,unreviewed,H2DML7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2DML8,unreviewed,H2DML8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2DML9,unreviewed,H2DML9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2DMM0,unreviewed,H2DMM0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H2DMX5,unreviewed,H2DMX5_HUMAN,HLA class I histocompatibility antigen (MHC class I antigen),HLA-A,365,
HLA-A,H6A2B8,unreviewed,H6A2B8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2B9,unreviewed,H6A2B9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C0,unreviewed,H6A2C0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C1,unreviewed,H6A2C1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C2,unreviewed,H6A2C2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C3,unreviewed,H6A2C3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C4,unreviewed,H6A2C4_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C5,unreviewed,H6A2C5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C6,unreviewed,H6A2C6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C7,unreviewed,H6A2C7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C8,unreviewed,H6A2C8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2C9,unreviewed,H6A2C9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2D0,unreviewed,H6A2D0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2D1,unreviewed,H6A2D1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6A2D2,unreviewed,H6A2D2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6SFV0,unreviewed,H6SFV0_HUMAN,MHC class I antigen,HLA-A,89,
HLA-A,H6SFV4,unreviewed,H6SFV4_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H6SHQ4,unreviewed,H6SHQ4_HUMAN,MHC class I antigen,HLA-A,327,
HLA-A,H6SHQ5,unreviewed,H6SHQ5_HUMAN,MHC class I antigen,HLA-A,312,
HLA-A,H6SSQ0,unreviewed,H6SSQ0_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H6SSQ1,unreviewed,H6SSQ1_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H6T474,unreviewed,H6T474_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV64,unreviewed,H6UV64_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV65,unreviewed,H6UV65_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV66,unreviewed,H6UV66_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV67,unreviewed,H6UV67_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV68,unreviewed,H6UV68_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV69,unreviewed,H6UV69_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV70,unreviewed,H6UV70_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV71,unreviewed,H6UV71_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UV72,unreviewed,H6UV72_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6UVX7,unreviewed,H6UVX7_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H6V072,unreviewed,H6V072_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V073,unreviewed,H6V073_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V074,unreviewed,H6V074_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V075,unreviewed,H6V075_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V076,unreviewed,H6V076_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V077,unreviewed,H6V077_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V078,unreviewed,H6V078_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V093,unreviewed,H6V093_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V7R5,unreviewed,H6V7R5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H6V7S7,unreviewed,H6V7S7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H8XVX1,unreviewed,H8XVX1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BB16,unreviewed,H9BB16_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H9BE43,unreviewed,H9BE43_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H9BNV0,unreviewed,H9BNV0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BNV1,unreviewed,H9BNV1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BNV2,unreviewed,H9BNV2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BNV3,unreviewed,H9BNV3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BNV4,unreviewed,H9BNV4_HUMAN,MHC class I antigen,HLA-A,312,
HLA-A,H9BNV5,unreviewed,H9BNV5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BQ74,unreviewed,H9BQ74_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BQ75,unreviewed,H9BQ75_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BQ76,unreviewed,H9BQ76_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BQ77,unreviewed,H9BQ77_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BQ78,unreviewed,H9BQ78_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9BWE6,unreviewed,H9BWE6_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H9C3H8,unreviewed,H9C3H8_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3H9,unreviewed,H9C3H9_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I0,unreviewed,H9C3I0_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I1,unreviewed,H9C3I1_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I2,unreviewed,H9C3I2_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I3,unreviewed,H9C3I3_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I4,unreviewed,H9C3I4_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I5,unreviewed,H9C3I5_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I6,unreviewed,H9C3I6_HUMAN,MHC class I antigen,HLA-A,83,
HLA-A,H9C3I7,unreviewed,H9C3I7_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I8,unreviewed,H9C3I8_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3I9,unreviewed,H9C3I9_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J0,unreviewed,H9C3J0_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J1,unreviewed,H9C3J1_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J2,unreviewed,H9C3J2_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J3,unreviewed,H9C3J3_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J4,unreviewed,H9C3J4_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J5,unreviewed,H9C3J5_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J6,unreviewed,H9C3J6_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J7,unreviewed,H9C3J7_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J8,unreviewed,H9C3J8_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3J9,unreviewed,H9C3J9_HUMAN,MHC class I antigen,HLA-A,72,
HLA-A,H9C3K0,unreviewed,H9C3K0_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3K1,unreviewed,H9C3K1_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3K2,unreviewed,H9C3K2_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3K3,unreviewed,H9C3K3_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3K4,unreviewed,H9C3K4_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3K5,unreviewed,H9C3K5_HUMAN,MHC class I antigen,HLA-A,82,
HLA-A,H9C3L3,unreviewed,H9C3L3_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H9C5F5,unreviewed,H9C5F5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5F6,unreviewed,H9C5F6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5F7,unreviewed,H9C5F7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5F8,unreviewed,H9C5F8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5F9,unreviewed,H9C5F9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5G0,unreviewed,H9C5G0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5G1,unreviewed,H9C5G1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5G2,unreviewed,H9C5G2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5G3,unreviewed,H9C5G3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5J2,unreviewed,H9C5J2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C5J5,unreviewed,H9C5J5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C8X9,unreviewed,H9C8X9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9C938,unreviewed,H9C938_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9E8V3,unreviewed,H9E8V3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9E8V4,unreviewed,H9E8V4_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9E8V5,unreviewed,H9E8V5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,H9EHK6,unreviewed,H9EHK6_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,H9ZYJ4,unreviewed,H9ZYJ4_HUMAN,MHC class I antigen,HLA-A,88,
HLA-A,I0BW36,unreviewed,I0BW36_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW37,unreviewed,I0BW37_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW38,unreviewed,I0BW38_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW39,unreviewed,I0BW39_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW40,unreviewed,I0BW40_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW41,unreviewed,I0BW41_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW42,unreviewed,I0BW42_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW43,unreviewed,I0BW43_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW44,unreviewed,I0BW44_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW45,unreviewed,I0BW45_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW46,unreviewed,I0BW46_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW47,unreviewed,I0BW47_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW48,unreviewed,I0BW48_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW49,unreviewed,I0BW49_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW50,unreviewed,I0BW50_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW51,unreviewed,I0BW51_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW52,unreviewed,I0BW52_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW53,unreviewed,I0BW53_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW54,unreviewed,I0BW54_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW55,unreviewed,I0BW55_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW56,unreviewed,I0BW56_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW57,unreviewed,I0BW57_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW58,unreviewed,I0BW58_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW59,unreviewed,I0BW59_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW60,unreviewed,I0BW60_HUMAN,MHC class I antigen,HLA-A,72,
HLA-A,I0BW61,unreviewed,I0BW61_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW62,unreviewed,I0BW62_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW63,unreviewed,I0BW63_HUMAN,MHC class I antigen,HLA-A,69,
HLA-A,I0BW64,unreviewed,I0BW64_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW65,unreviewed,I0BW65_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0BW66,unreviewed,I0BW66_HUMAN,MHC class I antigen,HLA-A,72,
HLA-A,I0BW67,unreviewed,I0BW67_HUMAN,MHC class I antigen,HLA-A,73,
HLA-A,I0DFI9,unreviewed,I0DFI9_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I0DHJ2,unreviewed,I0DHJ2_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I0J2M4,unreviewed,I0J2M4_HUMAN,MHC class I antigen,HLA-A,365,
HLA-A,I0J9E2,unreviewed,I0J9E2_HUMAN,MHC class I antigen,HLA-A,271,
HLA-A,I1U8N0,unreviewed,I1U8N0_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I1U8N1,unreviewed,I1U8N1_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I1V1X1,unreviewed,I1V1X1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1V1X2,unreviewed,I1V1X2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1V1X5,unreviewed,I1V1X5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1VXL8,unreviewed,I1VXL8_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I1VXL9,unreviewed,I1VXL9_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I1VXM3,unreviewed,I1VXM3_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I1W1L6,unreviewed,I1W1L6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1W1L7,unreviewed,I1W1L7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1W1L8,unreviewed,I1W1L8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1W1L9,unreviewed,I1W1L9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I1W1M0,unreviewed,I1W1M0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B2W7,unreviewed,I2B2W7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B2Z8,unreviewed,I2B2Z8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B2Z9,unreviewed,I2B2Z9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B300,unreviewed,I2B300_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B301,unreviewed,I2B301_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B302,unreviewed,I2B302_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B303,unreviewed,I2B303_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B304,unreviewed,I2B304_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B305,unreviewed,I2B305_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B306,unreviewed,I2B306_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B307,unreviewed,I2B307_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2B308,unreviewed,I2B308_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2DAL3,unreviewed,I2DAL3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I2E8C4,unreviewed,I2E8C4_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I2G8B5,unreviewed,I2G8B5_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I2GAD6,unreviewed,I2GAD6_HUMAN,MHC class I antigen,HLA-A,337,
HLA-A,I2GAD7,unreviewed,I2GAD7_HUMAN,MHC class I antigen,HLA-A,298,
HLA-A,I2GUJ9,unreviewed,I2GUJ9_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I2GUK0,unreviewed,I2GUK0_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I2GUK1,unreviewed,I2GUK1_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I2GUK2,unreviewed,I2GUK2_HUMAN,MHC class I antigen,HLA-A,273,
HLA-A,I2GUL0,unreviewed,I2GUL0_HUMAN,MHC class I antigen,HLA-A,137,
HLA-A,I2HA75,unreviewed,I2HA75_HUMAN,MHC class I antigen,HLA-A,365,
HLA-A,I3QHP3,unreviewed,I3QHP3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHP4,unreviewed,I3QHP4_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHP5,unreviewed,I3QHP5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHP6,unreviewed,I3QHP6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHP7,unreviewed,I3QHP7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHP8,unreviewed,I3QHP8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHP9,unreviewed,I3QHP9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ0,unreviewed,I3QHQ0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ1,unreviewed,I3QHQ1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ2,unreviewed,I3QHQ2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ3,unreviewed,I3QHQ3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ4,unreviewed,I3QHQ4_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ5,unreviewed,I3QHQ5_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ6,unreviewed,I3QHQ6_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ7,unreviewed,I3QHQ7_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ8,unreviewed,I3QHQ8_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHQ9,unreviewed,I3QHQ9_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHR0,unreviewed,I3QHR0_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHR1,unreviewed,I3QHR1_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHR2,unreviewed,I3QHR2_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3QHR3,unreviewed,I3QHR3_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3UI47,unreviewed,I3UI47_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3UI48,unreviewed,I3UI48_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3UI49,unreviewed,I3UI49_HUMAN,MHC class I antigen,HLA-A,181,
HLA-A,I3UI50,unreviewed,I3UI50_HUMAN,MHC class I antigen,HLA-A,181,
